Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Middle East & North Africa,MEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.282010078,2.324980021,2.548000097,3.005019903,,3.647089958,3.692559958,,,3.365289927,3.535360098,3.99244,4.24104,4.45496,5.07258,4.72671,4.84569,4.69992,4.69051,4.82007,5.18794,5.15922,5.10565,5.1031,4.69605,5.26062,5.23524,4.91005,,
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53903961,,,8.66987,12.23999,,,,,,,,,,,,,,,
Middle income,MIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.733449936,4.630569935,4.52628994,4.271230221,4.303110123,,,,,,3.30015,,,,,,,,,,,,,,,,
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,3.559590101,,3.470659971,3.447940111,3.278850079,,,,2.435369968,,,,,,,,,,,,2.649590015,2.231839895,2.97156,2.65845,2.89623,3.8056,3.85922,3.52218,,,3.42028,3.87281,3.34389,3.75423,3.47949,3.2828,3.64819,3.80152,3.09604,,
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,6.15196991,5.549990177,5.26970005,4.493100166,4.422210217,3.831890106,3.897609949,3.348829985,3.153640032,,2.865329981,2.854079962,3.314690113,3.078720093,3.248339891,3.105720043,3.16531992,3.338239908,3.58874011,3.831419945,3.920300007,4.314099789,,,,,,4.277430058,,,,3.94924,,4.46076,,,5.98135,5.57061,5.17037,6.45489,7.7932,6.52226,7.8786,7.2503,5.27713,,,
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,2.865099907,3.27380991,,1.987390041,1.726189971,1.637820005,1.643659949,,,,,,,,,,,,,,,,,1.202479959,,,,,,,,,,,,,,,,0.78744,,,,,,2.16463,
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.948970079,5.493020058,5.145659924,5.55037,,7.21078,,4.32573,,,4.69013,,5.14485,4.6451,4.60903,5.19521,4.94077,4.71485,4.17699,5.18061,4.08578,
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.051939964,3.131069899,,,,,3.71592,4.43013,4.27427,,,,,,6.07551,6.48009,,,,,
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.343729973,,2.432889938,,2.8395,3.05538,3.10349,2.51687,,2.52458,,3.55225,,3.60428,3.05215,2.7758,2.93739,,,2.63107,,
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,4.422319889,5.542679787,,,5.032839775,4.584519863,4.435100079,4.069719791,3.946510077,3.469000101,3.044569969,3.118350029,3.500960112,3.157079935,3.509890079,,,,,,,,3.93975997,3.81526,3.16975,3.11292,4.48438,4.472,4.20155,3.81811,3.1854,3.06307,3.04731,3.55147,3.33207,3.4182,3.61579,4.91695,4.88667,5.0136,5.02313,4.83201
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.404789925,3.383399963,3.33149004,3.087090015,2.703789949,2.422310114,,,,,,,,,,3.19866991,3.525079966,3.171439886,3.176350117,3.270539999,,,,,4.008850098,5.381259918,,,4.994909763,5.24797,4.50898,,3.21566,,,,,,,3.5398,4.15262,,5.41617,4.83984,5.60866,4.74857,4.03133,
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,4.550940037,,,,,,,,5.087609768,5.72619009,6.696969986,7.03278017,,5.66629982,6.11111021,7.243360043,6.326000214,,,,,5.111460209,4.654660225,4.705309868,4.342569828,4.913869858,4.620379925,,5.686749935,5.97161,7.48447,7.65795,7.50288,5.92388,,4.48577,4.37254,3.95853,5.97418,4.96645,5.76294,5.73903,5.4812,5.21264,4.97274,4.82401,4.74071,
North America,NAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,1.052270055,,,,,,,,,,,,,,,,,,,2.937069893,3.258059978,3.238929987,2.838900089,2.808619976,2.852149963,2.594980001,,,3.228630066,3.18947,2.86725,3.06366,2.40162,,,3.33406,4.02097,3.67932,4.54626,3.73334,4.20717,4.32764,4.91844,6.72771,6.01732,4.08372,3.54273,
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,3.210170031,3.063689947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.038589954,2.492029905,,,,,,,,2.822779894,3.262409925,,3.792680025,,5.978899956,,,5.351749897,,,,,2.984970093,,,,,,2.225850105,2.923650026,3.0016,,2.39101,2.42201,,,,,,,4.48423,,,,4.08329,4.12553,4.11264,4.34879,
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,6.301579952,6.410009861,6.400179863,5.918479919,6.41779995,6.454030037,6.393889904,6.262430191,6.264369965,6.169069767,5.968979836,5.823699951,5.768630028,5.571899891,5.155910015,5.543630123,5.633440018,5.974170208,5.542190075,,5.296380043,5.228380203,,4.818099976,4.723529816,4.638070107,4.542439938,,4.598649979,4.557209969,4.6255,4.75077,4.87039,5.10149,5.11464,5.15879,5.09047,4.93376,5.09227,5.49579,5.48909,5.46304,5.41022,5.52656,5.4589,5.34816,5.4796,,
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,5.904059887,5.891719818,5.673659801,5.550220013,6.163599968,5.972809792,6.444349766,,5.780149937,5.543640137,5.678850174,5.646299839,5.429369926,5.255670071,5.539830208,5.788070202,5.865970135,6.299860001,6.310379982,6.373219967,6.63613987,7.676640034,7.830430031,7.695789814,7.138150215,7.30354023,7.360690117,6.966420174,6.46468,6.82941,7.44132,7.4198,7.30252,6.86868,6.38566,6.53203,6.28108,7.09544,6.74046,6.44743,7.36425,7.47476,7.68074,7.55247,7.9761,,
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.892879963,2.89331007,2.97515,3.70838,3.15284,3.11435,3.17194,3.36464,3.60536,3.51721,3.80517,4.66376,3.63172,3.84262,3.76117,3.47465,3.99302,3.70359,4.44099,5.08265,5.16365
Nauru,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.16107,,,,,4.91103,,,,,,,,,,,
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,4.630869865,4.665669918,5.120429993,5.398799896,4.445849895,4.512169838,4.50026989,4.249939919,4.486440182,4.499070168,,4.001719952,3.507770061,3.430310011,3.921050072,4.395090103,4.790939808,,,,,5.94329977,5.742189884,6.383719921,6.157279968,,6.636149883,,6.56055,6.40699,6.43753,6.51203,6.279,5.95283,5.91594,5.50635,6.28117,7.00241,6.93655,7.15268,6.70208,6.34647,6.33634,6.4278,,
OECD members,OED,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79282999,3.656260014,3.389889956,2.978240013,2.838920116,2.987940073,3.122580051,3.508219957,3.444489956,3.413259983,3.184520006,3.356800079,4.112339973,4.005949974,3.20024,4.02031,4.32507,3.89697,4.02838,3.51722,3.85934,,,4.18775,,,,4.97011,,,,6.84919,
Other small states,OSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,1.654289961,1.578259945,1.851250052,1.898059964,2.008559942,2.216350079,2.122370005,2.204180002,2.19701004,2.128829956,1.969519973,2.013669968,1.995769978,2.069849968,2.43543005,2.678129911,2.977459908,,2.363820076,2.51680994,2.566760063,2.559400082,2.398679972,2.605999947,2.816790104,2.810570002,3.022300005,,2.611490011,1.83782,,,,1.94841,2.25436,2.62638,2.63527,2.74623,2.59078,2.28687,2.22175,2.13628,2.49344,2.46593,2.65002,3.00292,2.89952,
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.043280125,3.353919983,3.982820034,3.48574996,3.8197999,4.154510021,4.312729836,4.280960083,3.605979919,3.642549992,3.535670042,3.431799889,3.41850996,3.550909996,3.468709946,3.521460056,3.34574008,3.870120049,,,,,,,3.470540047,3.947809935,4.09431982,3.847110033,,4.567230225,4.75969,4.10588,4.19164,4.1687,3.57866,,,,3.50229,,,3.15901,,,,,,,
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,3.391720057,,,,,,,,,,,,,,,,,,,,,,,3.118799925,,3.278179884,3.44133997,3.22803,3.03712,2.82057,2.9378,2.95787,2.83903,2.65281,2.6294,2.86775,3.13994,2.8673,2.6635,2.92276,3.2966,3.69064,3.9668,3.81827,3.92396,
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,1.717730045,,2.074929953,1.686069965,,,1.726209998,,,,,,,,,3.042259932,3.362869978,3.517159939,3.81449008,,3.26766,3.02662,2.99708,3.0447,2.56797,2.42629,2.53381,2.59534,2.69298,2.65295,,,,,,,,,
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.10317,7.78048,7.57931,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,5.247159958,,,,,7.389709949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.891449928,4.187930107,4.182759762,,4.335000038,6.266739845,,4.95043993,4.600289822,4.99362,5.32975,5.39797,5.33218,5.35574,5.42609,5.20573,4.86834,5.04044,4.9891,5.06843,4.82012,4.81181,4.94011,4.90918,4.81766,4.63931,,
Pre-demographic dividend,PRE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,7.250520229,7.214580059,6.479929924,7.286900043,6.229740143,7.140490055,6.387569904,6.681029797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48108,6.07266,,,,
"Korea, Dem. PeopleÍs Rep.",PRK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,1.633749962,1.935170054,3.062160015,3.078429937,,2.900190115,2.699039936,3.067130089,3.185440063,3.328769922,3.232490063,3.142230034,3.262170076,3.048949957,3.157670021,3.387190104,3.474900007,3.569370031,4.070930004,4.337039948,4.840469837,4.670839787,4.612860203,5.06512022,,,5.045350075,5.16177,5.33506,5.25588,5.27827,5.0423,5.07076,4.90802,4.92191,4.70213,5.56214,5.40289,5.12129,4.9464,5.27787,5.12325,4.88294,,,
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.105190039,2.265439987,,,,,,,,,,,,,,1.395849943,,,,,1.040709972,,,,,,,,4.198339939,4.230879784,4.23021,3.83357,3.40773,3.38276,2.8699,,,2.73951,,,2.77294,3.69728,3.66754,,,,3.43834,,
West Bank and Gaza,PSE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72547,5.7027,5.13268,5.3025,,5.14136,5.71773,5.25234,
Pacific island small states,PSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.000279903,2.691440105,2.867830038,,,1.746970057,1.970059991,2.77696991,,,,,,,,,,,,,,,,,,,,3.577670097,4.345300198,3.72598,3.20019,3.84656,3.37394,3.46259,3.97188,,,4.22755,3.41315,4.53966,4.01224,3.50744,4.07384,3.60535,,,2.86383,
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.219779968,,,,2.85443,3.24046,3.4959,3.42195,3.25867,3.45668,4.25387,4.11774,4.11079,4.03672,3.49538,3.05943,2.9541,,3.12642,3.10676,,,
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93979,3.10602,3.83502,3.67854,3.54787,3.77193,3.86626,,4.10175,,,,3.78973,3.75621,4.00528,3.8334,3.74321,,
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,2.150209904,2.232470036,2.441279888,2.666330099,4.392970085,,,,,,3.505779982,3.335340023,3.746629953,,,,,,,,,,4.57848978,4.09511,5.66607,,,,,,4.24104,3.73257,,4.88575,4.65048,4.63765,4.94894,4.30547,3.75146,3.53979,3.2057,3.11334
South Asia,SAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,3.890249968,4.142549992,5.977970123,6.109570026,,6.255350113,,,,,5.779459953,5.144629955,5.999289989,6.343820095,5.692470074,4.943749905,4.377079964,8.281310081,7.072269917,5.90982,7.71887,7.63689,7.10509,6.27747,5.43092,5.89117,,5.13781,,,,,,,,,,
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01218,,1.42644,,1.6299,1.56307,1.96302,,2.20143,2.21868,,,,,,,,,
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.527940035,2.48935008,2.49412,2.60249,2.67932,2.77211,3.04488,4.05773,3.76968,,3.98679,4.87013,5.18252,4.87895,4.73316,5.6725,5.72021,5.45638,5.12751,4.81492,
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.111500025,2.869839907,2.490230083,2.390110016,2.441720009,2.692529917,2.451050043,2.291359901,2.249660015,2.560300112,2.584280014,3.268549919,3.94904995,,,,,3.65583992,,,,,,,,,,,,3.32136,3.55138,3.90063,4.00778,3.67701,3.21966,2.86787,2.96336,2.77936,3.03184,3.10836,3.07419,3.10851,2.89769,,,,,
Solomon Islands,SLB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.400000095,,,,,,,,,,,,,,,,,,,,2.753819942,,,,,,,2.248709917,,,,,,,,,9.87995,8.79999,8.97326,9.86063,,,,,,,,
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94937,3.43272,3.54528,3.26061,3.10713,2.79698,,2.55851,2.41317,2.77814,2.58864,2.6689,2.87204,2.37981,2.66292,,3.06023,4.63577,
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,0.904510021,,,,,,,,,,,,,,,,,,,,,,,2.547250032,2.562609911,2.83868,,3.24284,3.13467,,3.17785,3.49298,3.60985,4.45811,4.6595,4.04808,3.89854,3.71244,3.80384,3.82545,3.95582,3.86991,3.75133,
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,2.670949936,,,,,,2.737920046,2.797009945,,2.085639954,,,,,,2.175740004,2.377779961,2.663219929,2.589359999,2.44975996,2.289589882,2.285779953,,,,,,,,,,,,,,2.30937,2.38373,,,,,,3.04131,
Somalia,SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,1.184689999,1.277279973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51091,4.70663,4.75188,4.58655,4.49298,4.42658,,4.18025,4.04069,3.86178,3.95618,
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831,,1.08494,1.52004,1.35516,1.49687,0.98115,
Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90139,3.46924,3.54727,5.29512,4.57392,6.48377,5.55449,10.6779,9.65147,,6.33951,5.93969,3.74883,3.89812,5.07533,4.85713,
Suriname,SUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.379240036,4.468120098,3.727950096,4.315470219,4.139689922,4.129159927,,4.11247015,3.87199,3.94199,4.25106,4.21721,4.10813,3.76522,3.71354,3.52932,3.52674,4.01094,4.11588,3.96231,3.90921,4.08666,4.23068,4.63557,3.90267,,
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.923840046,,,,,,5.75709,5.65512,5.69128,5.63518,5.58241,5.57559,5.10509,5.10609,5.56859,5.56251,5.56563,5.64783,5.43782,5.29444,4.91156,4.79565,,
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,6.463510036,6.630529881,6.878180027,,,,,,,,,5.286729813,5.521659851,5.33370018,5.585790157,,6.223899841,6.925010204,,7.167339802,6.930260181,6.81885,6.68601,7.00104,6.85764,6.72268,6.55951,6.41067,6.21507,6.39073,6.85779,6.61479,6.4832,7.64774,7.70949,7.67329,7.5483,7.66993,,
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,3.714349985,3.944299936,5.796520233,6.364280224,5.297200203,6.58382988,6.753640175,,,,,5.802199841,5.511559963,5.661290169,5.484570026,,,,5.140289783,5.653140068,4.938159943,,,5.090950012,5.50848,4.83824,4.44087,5.81677,5.40161,6.48462,6.55476,,6.61812,6.47135,6.11837,6.86433,,,7.12767,,,,
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,4.1884799,4.066390038,4.246940136,,4.283329964,4.345019817,4.745960236,,,,,,,,12.02892971,10.23305035,9.713600159,,8.291890144,8.229519844,,,,,9.021710396,7.703690052,7.779220104,,5.992070198,5.261000156,,,5.19333,5.37493,,,4.77012,,,,,3.60644,2.61393,3.60813,4.08368,,4.41832,,
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,3.561180115,3.658740044,,3.912859917,5.786990166,5.661600113,5.462480068,4.92471981,4.575530052,5.383920193,5.897610188,,6.133890152,6.070049763,5.622940063,4.561840057,3.615859985,4.03414011,,,,,,,3.69904995,,,,,4.58227,5.24003,6.48084,5.37148,,5.27965,4.86471,4.59525,5.13014,,,,,,,,,
Turks and Caicos Islands,TCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,4.048659801,3.919300079,,,,,3.163909912,,,,,,,,,,,,,,,,,3.391139984,4.647140026,4.71883,4.84301,5.06914,4.72878,,2.541,,,,,,,,,,3.15745,,,2.75847
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27335,1.64902997,3.227859974,2.64671,2.42614,,,1.59295,1.69477,,,,2.31174,1.98194,2.2579,2.20615,2.85071,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.113800049,,,,,,,,,6.679140091,,5.882080078,,,5.39357996,,,4.71762991,,,,,5.675139904,,,,4.412439823,,3.984240055,4.185719967,3.9209,3.76704,3.48745,3.32609,3.10963,3.15978,3.43501,3.51063,3.2853,3.86788,4.09646,4.3093,4.7192,4.42365,4.78455,5.1086,4.9847,,
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,3.066220045,3.029150009,2.554250002,2.146869898,2.380880117,3.016720057,3.215120077,,2.845289946,2.5745399,2.883140087,3.273880005,3.463870049,3.437220097,,3.407979965,3.115819931,2.753420115,2.502429962,,3.08859992,3.045409918,,3.405230045,3.144979954,3.499609947,4.577199936,4.625699997,4.832670212,5.25346,4.81786,3.86492,3.72561,4.03089,3.93859,4.05038,3.60314,3.5085,3.86194,3.50844,4.80556,4.53671,4.12402,,,,,
